Event Number,HT,MET,MR,Rsq,Invariant Mass,Sum E_T,Centrality,Sphericity,Aplanarity,Cos(Theta) Jet-MET,Delta R (Avg),Jet Multiplicity,Lepton Multiplicity,Lepton Isolated Count,Lepton Avg Isolation,Photon Isolated Count,Photon Avg Isolation,Dark Photon Produced
5401,126.8499001738856,0.0,14000.000000203618,0.0,14000.000000203618,126.8499001738856,0.009060707155145764,58.809276931935585,23.325223597143953,0.0,5.1649786541935265,158,0,0,0.0,26,9.289595467402505,False
5402,180.9226038223677,0.0,13999.999999973099,0.0,13999.999999973099,180.9226038223677,0.012923043130193953,97.96618032516864,38.88375803844942,0.0,4.779668427620482,197,1,0,1.492094798992656,27,13.244255628487677,False
5403,88.38182922198288,0.0,13999.999999950898,0.0,13999.999999950898,88.38182922198288,0.006312987801592347,41.27069171348589,14.717160711181247,0.0,5.1714248073990206,109,0,0,0.0,30,6.576336570881307,False
5404,94.69186997533298,0.0,13999.999999931346,0.0,13999.999999931346,94.69186997533298,0.006763704998271238,48.77610512777986,19.155914475895027,0.0,4.760425779027626,118,0,0,0.0,32,9.699442108903998,False
5405,72.5354569979614,0.0,13999.999999997044,0.0,13999.999999997044,72.5354569979614,0.005181104071284051,55.9295821589064,26.35894205220226,0.0,5.097885987698644,98,0,0,0.0,33,5.67642828669182,False
5406,180.6463677619591,0.0,13999.999998957608,0.0,13999.999998957608,180.6463677619591,0.012903311983957815,109.03207915306294,45.88700447855154,0.0,4.658576319427505,211,6,0,68.66990583873091,19,15.546077442453843,False
5407,35.417395495527295,0.0,14000.00000002085,0.0,14000.00000002085,35.417395495527295,0.0025298139639624677,7.158647459831524,2.0520763983854153,0.0,5.997981576559267,42,0,0,0.0,12,1.4631875964152405,False
5408,51.23444914302395,0.0,13999.999999938957,0.0,13999.999999938957,51.23444914302395,0.0036596035102319535,22.80663427296003,8.800741733662669,0.0,5.2190779794813364,56,0,0,0.0,23,2.611219390155937,False
5409,21.94323937625117,0.0,13999.999999999316,0.0,13999.999999999316,21.94323937625117,0.0015673742411608745,18.87606649455555,6.559763851741012,0.0,6.509498194253408,41,2,0,0.4603698325393826,22,0.7691053881475526,False
5410,146.4272659216886,0.0,14000.00000006021,0.0,14000.00000006021,146.4272659216886,0.010459090422932775,85.73301666944963,42.12037209907142,0.0,4.982054616177846,166,2,0,11.227633084827422,27,9.343402979041239,False
5411,63.45407769493717,0.0,14000.000000108039,0.0,14000.000000108039,63.45407769493717,0.004532434121031963,30.875662855469322,14.400027579790363,0.0,5.718385875266984,97,3,0,105.83868121981442,31,2.9566897507117837,False
5412,49.655206478532556,0.0,13999.999999999967,0.0,13999.999999999967,49.655206478532556,0.0035468004627523335,37.27274783486274,15.121009080137345,0.0,5.176295658279795,85,0,0,0.0,17,3.71446722159453,False
5413,46.090834007150924,0.0,13999.999999889895,0.0,13999.999999889895,46.090834007150924,0.0032922024291081008,27.181802535606806,8.071515267841292,0.0,5.387829613146109,67,0,0,0.0,19,4.336665184383834,False
5414,219.64648980404314,0.0,14000.000000012891,0.0,14000.000000012891,219.64648980404314,0.015689034985988635,114.02706573317744,52.68994061124149,0.0,4.463645654860727,225,2,0,2.7319772406441123,19,17.626240635853353,False
5415,30.629044216044747,0.0,13999.999999999885,0.0,13999.999999999885,30.629044216044747,0.0021877888725746427,18.549434819749983,8.527275056898173,0.0,6.205184409141398,51,0,0,0.0,32,2.658041393219464,False
5416,103.66052420606916,0.0,13999.99999983555,0.0,13999.99999983555,103.66052420606916,0.007404323157663342,57.27797515831907,22.01917090993862,0.0,4.5903220789454595,113,0,0,0.0,24,11.748083997045088,False
5417,142.9980705264227,0.025733878652158444,13999.964812742943,7.510027535521159e-08,13999.96481271929,142.9980705264227,0.01021417356678311,69.21078167395889,25.848021970024348,-0.990267874993503,5.145029799152003,159,5,0,22.598516665987813,33,8.71978244588487,False
5418,23.186309164575135,0.0,14000.000000000007,0.0,14000.000000000007,23.186309164575135,0.0016561649403267946,7.55914226278272,1.6467366971463826,0.0,7.003254096857117,45,0,0,0.0,22,1.5144447218833175,False
5419,46.90459227566964,0.0,13999.999999983835,0.0,13999.999999983835,46.90459227566964,0.0033503280196945573,22.545877893029562,9.459835472555092,0.0,6.072037713802298,72,0,0,0.0,25,2.4860138774920464,False
5420,36.71351892809161,0.0,14000.000000010496,0.0,14000.000000010496,36.71351892809161,0.0026223942091474347,10.13800396563412,4.282808045387632,0.0,6.024942919002251,61,2,0,0.33624696317554126,24,2.53818448462937,False
5421,18.331925616716116,0.0,14000.000000038666,0.0,14000.000000038666,18.331925616716116,0.001309423258333249,8.671914530919286,3.307396010651943,0.0,6.408054451171386,42,0,0,0.0,19,0.6145971691925586,False
5422,61.22456778894781,0.0,14000.000000019849,0.0,14000.000000019849,61.22456778894781,0.004373183413490072,51.98175357883852,22.391880552800423,0.0,4.944576241949114,77,0,0,0.0,40,7.2121569674356065,False
5423,32.96525651572516,0.0,14000.000000011187,0.0,14000.000000011187,32.96525651572516,0.002354661179692773,24.60259642623324,8.929315259216716,0.0,6.464242088531257,54,2,0,0.13879044975592003,29,2.442632367516279,False
5424,32.00154068008758,0.5527641211699686,13999.042907976767,3.610555585958195e-07,13999.042897063586,32.00154068008758,0.002285980608860923,32.74752375632537,14.782619308999056,0.999598433232343,4.9659878376111655,47,0,0,0.0,19,13.783657573401825,False
5425,62.24856721549936,0.0,14000.0,0.0,14000.0,62.24856721549936,0.004446326229678526,42.53388747223546,17.235192696858903,0.0,5.206350783658424,82,0,0,0.0,29,3.119960426051692,False
5426,96.49858554821593,0.0,14000.000000251755,0.0,14000.000000251755,96.49858554821593,0.006892756110462903,73.20389877959977,32.750944171923045,0.0,5.460588362261818,145,0,0,0.0,34,8.148112542663569,False
5427,110.01124717533607,0.0,13999.999995080558,0.0,13999.999995080558,110.01124717533607,0.007857946229570912,37.316771108399564,14.487773056221418,0.0,5.562517586334111,136,0,0,0.0,36,9.722123231576342,False
5428,95.28204324267998,0.11476637719714473,13999.738529613098,2.2317517116281797e-07,13999.738529142685,95.28204324267998,0.006805987342386231,55.841590318152925,26.702784882620143,-0.6923315810395644,5.040234489871729,125,3,0,9.320736947712067,30,8.038050205033686,False
5429,31.72515768645785,0.0,13999.999999982881,0.0,13999.999999982881,31.72515768645785,0.0022660826918926174,12.633767717527583,3.3744382477344677,0.0,6.56291127275,53,0,0,0.0,21,4.461260210541677,False
5430,84.54508568535489,0.0,13999.99999997288,0.0,13999.99999997288,84.54508568535489,0.0060389346918227615,54.47552948162756,20.362577401456207,0.0,5.459683843665389,110,1,1,0.01423398952335276,33,4.409189403491441,False
5431,31.08073639319491,0.0,14000.000000000242,0.0,14000.000000000242,31.08073639319491,0.002220052599513884,13.12232297022147,5.8773107254037775,0.0,6.132796243863404,55,0,0,0.0,18,2.5683574279318155,False
5432,90.93838004713311,0.0,14000.000000050457,0.0,14000.000000050457,90.93838004713311,0.006495598574771812,59.735553158675714,27.04656429279528,0.0,5.330610085213237,126,2,0,5.114651523832695,45,7.908691680975059,False
5433,130.83447021841516,0.0,13999.99999993809,0.0,13999.99999993809,130.83447021841516,0.009345319301356694,65.74575090774303,30.571937330863484,0.0,5.143800051818277,153,0,0,0.0,32,12.90515040334248,False
5434,101.90899987633631,0.0,13999.999999988644,0.0,13999.999999988644,101.90899987633631,0.00727921427688707,63.12042209378262,25.631511732085237,0.0,5.274835650464584,137,0,0,0.0,27,8.629042062667695,False
5435,182.6097200664912,0.0,14000.00000022418,0.0,14000.00000022418,182.6097200664912,0.013043551433111936,78.7222592535532,34.823426458987974,0.0,4.937898117481442,179,0,0,0.0,33,24.45161522330269,False
5436,91.81794564617421,0.0,13999.999999852807,0.0,13999.999999852807,91.81794564617421,0.006558424689081397,50.340585331865434,22.35426215332158,0.0,5.363048050014572,125,2,0,6.358156359493159,23,7.359908239635442,False
5437,27.682414712209646,0.0,14000.000000000015,0.0,14000.000000000015,27.682414712209646,0.001977315336586401,16.763794750401946,4.989419418001806,0.0,5.986207347769351,46,0,0,0.0,20,0.6106117420782461,False
5438,135.77509503949997,0.0,13999.999999994941,0.0,13999.999999994941,135.77509503949997,0.009698221074253503,76.56249305188803,28.59846860474751,0.0,4.956461470936011,146,2,0,23.391201103560245,27,7.402664722748698,False
5439,108.20166927912447,0.0,14000.000000001195,0.0,14000.000000001195,108.20166927912447,0.0077286906627939455,67.25064581139901,31.712085991879924,0.0,5.12814575165501,124,2,0,0.626014846237094,33,5.754786537270386,False
5440,127.53768834456145,0.0,13999.999999899583,0.0,13999.999999899583,127.53768834456145,0.00910983488181973,79.29745372461122,32.527196398157834,0.0,5.003538909555705,168,2,0,8.278666071346,19,14.313024689619688,False
5441,60.52051731424989,0.0,13999.999999907335,0.0,13999.999999907335,60.52051731424989,0.004322894093903604,35.373175759424385,16.475965998695237,0.0,5.233513261521337,92,0,0,0.0,37,1.6973399731051375,False
5442,292.68533976462925,0.0,13999.999999879758,0.0,13999.999999879758,292.68533976462925,0.020906095697653074,156.30982585242506,66.86672857786753,0.0,4.65863564570271,289,2,0,4.696616253096768,24,18.6175504519582,False
5443,163.7493539362101,0.0,13999.999999993268,0.0,13999.999999993268,163.7493539362101,0.011696382424020631,104.73947644498733,44.31635759432318,0.0,4.692644315583006,182,2,0,59.38857732715595,26,10.928394507387836,False
5444,35.994340265187326,0.0,13999.999999989524,0.0,13999.999999989524,35.994340265187326,0.0025710243046581614,18.02934140309868,8.276962448114746,0.0,6.17407683543732,58,0,0,0.0,36,0.9136474948375022,False
5445,29.648591560847223,0.0,14000.000000000007,0.0,14000.000000000007,29.648591560847223,0.0021177565400605147,15.98567630702595,6.438765421225787,0.0,6.451267436061419,56,0,0,0.0,25,3.6641573300917836,False
5446,27.88077737747744,0.0,14000.000000000005,0.0,14000.000000000005,27.88077737747744,0.0019914840983912448,17.863445969785097,8.359188925418923,0.0,6.670499249856193,38,2,0,1.4136356540539488,42,1.0829423335756274,False
5447,30.87727179584836,0.0,13999.999999997768,0.0,13999.999999997768,30.87727179584836,0.00220551941398952,14.517909034700011,5.771923781374494,0.0,5.917918278658107,44,0,0,0.0,20,3.032315042018207,False
5448,63.633498858289876,0.0,13999.99999998047,0.0,13999.99999998047,63.633498858289876,0.0045452499184556175,59.233060367393676,27.079280562566552,0.0,5.463930963027888,83,0,0,0.0,32,3.383779941712959,False
5449,175.36485753533017,0.0,14000.000004710917,0.0,14000.000004710917,175.36485753533017,0.012526061248308639,101.42661011954524,45.867852403043024,0.0,4.88476890178653,185,4,0,62.254098325642055,29,13.801608524697764,False
5450,128.30931635601684,1.4961908183391845,13984.234396360554,3.926700503386694e-06,13984.234316320886,128.30931635601684,0.009175277846846392,79.43386338845858,33.59751607680076,0.838729433680466,4.981991859761732,144,2,0,1.4888763098963373,33,7.186631554861251,False
5451,35.71533442339405,0.0,13999.999999999995,0.0,13999.999999999995,35.71533442339405,0.002551095315956719,24.38472523666764,7.898657012710469,0.0,6.032679175679324,60,0,0,0.0,27,1.1056430699575681,False
5452,259.736235350353,1.9636980841046074,13995.564718163356,1.0415650426993238e-05,13995.564580401491,259.736235350353,0.018558466938729475,116.71615103737064,56.001565784340414,0.30258614950127516,4.792998659547026,292,2,0,75.26939645687199,14,18.838872248361774,False
5453,37.49212808998298,0.0,14000.000000000011,0.0,14000.000000000011,37.49212808998298,0.002678009149284496,26.166702173752014,12.492202537448604,0.0,6.052422003572451,51,0,0,0.0,39,2.1609448325325107,False
5454,23.91172050690852,0.0,14000.000000000002,0.0,14000.000000000002,23.91172050690852,0.0017079800362077512,11.611562022067654,3.7053523038550074,0.0,5.542909027614088,33,0,0,0.0,26,0.34089600861535574,False
5455,73.49542540816118,0.0,13999.999999967375,0.0,13999.999999967375,73.49542540816118,0.005249673243452318,39.716714665503616,17.54825464908517,0.0,5.517166617414782,90,4,0,89.14522358343193,32,3.9363323753145623,False
5456,197.62811321627655,0.0,13999.999999959166,0.0,13999.999999959166,197.62811321627655,0.014116293801203784,120.22554324334791,46.33730844850263,0.0,4.880539188060737,241,7,0,173.21551852556038,20,12.799272600092232,False
5457,132.4207455074593,0.0,14000.000000007156,0.0,14000.000000007156,132.4207455074593,0.0094586246790994,64.57796535081143,26.04999842377915,0.0,4.85603465171241,141,0,0,0.0,33,18.20236469683361,False
5458,23.09326147357934,0.0,14000.00000000003,0.0,14000.00000000003,23.09326147357934,0.0016495186766842351,11.646071542882371,4.448481019252664,0.0,6.722677406363465,41,0,0,0.0,24,2.1207077737431153,False
5459,91.56936324414377,0.0,14000.000000000007,0.0,14000.000000000007,91.56936324414377,0.006540668803153123,40.419519819199124,15.720630120424708,0.0,4.362269214045989,82,0,0,0.0,17,10.333828019653273,False
5460,22.46648524565217,0.0,14000.000000040405,0.0,14000.000000040405,22.46648524565217,0.0016047489461133806,18.996775677312534,7.48990476550823,0.0,6.3513429255700515,38,2,0,0.6983418162389011,35,2.139053528409053,False
5461,25.307774478765893,0.0,13999.999999990661,0.0,13999.999999990661,25.307774478765893,0.0018076981770559124,18.269293736400634,4.882147585644437,0.0,6.313701747875859,41,0,0,0.0,24,1.2075556014570232,False
5462,50.662323157585774,0.0,14000.000000006166,0.0,14000.000000006166,50.662323157585774,0.00361873736839739,36.44982659620858,11.99763074810461,0.0,5.722186726289278,66,0,0,0.0,33,2.485878632598994,False
5463,68.87371861176979,0.0,14000.000000130985,0.0,14000.000000130985,68.87371861176979,0.0049195513293661,58.7874831489832,25.27678128004724,0.0,5.126742829651131,83,0,0,0.0,46,5.225799840585515,False
5464,181.39455867671273,0.0,14000.000000098515,0.0,14000.000000098515,181.39455867671273,0.012956754191102593,100.35925790977939,39.09813825085766,0.0,4.892936788966719,176,1,0,7.3517499716414605,28,9.897538295905177,False
5465,114.6434560631136,0.0,14000.000000869875,0.0,14000.000000869875,114.6434560631136,0.008188818289713597,51.82801609608123,24.583518346439682,0.0,4.959811845591047,150,4,0,10.679252325054676,24,8.231524191024556,False
5466,119.75026979212909,0.0,13999.999999999794,0.0,13999.999999999794,119.75026979212909,0.008553590699437917,86.38048647139097,38.451145259428195,0.0,4.54726164932883,141,0,0,0.0,34,9.183427737020388,False
5467,117.78844218964895,0.0,13999.999999987804,0.0,13999.999999987804,117.78844218964895,0.008413460156410826,63.245188873692676,23.44973429842365,0.0,4.90587434533137,117,3,1,0.1796152083551685,34,7.40453855222555,False
5468,23.053412465385364,0.0,13999.999999139347,0.0,13999.999999139347,23.053412465385364,0.0016466723190573268,11.67613348883447,5.597812378480754,0.0,5.304172001383202,35,2,0,8.749470946793075,24,1.4515567849425726,False
5469,33.06338235119836,0.0,14000.00000001008,0.0,14000.00000001008,33.06338235119836,0.0023616701679410397,23.08376553468331,10.60891208876913,0.0,6.494642613318508,50,0,0,0.0,35,2.1145289138545755,False
5470,49.252426523343814,0.0,14000.000000012345,0.0,14000.000000012345,49.252426523343814,0.0035180304659500274,47.21184242155566,18.007162128073343,0.0,5.259561688188474,76,2,0,8.449220498314784,32,3.118385041025494,False
5471,150.68371983388025,0.0,13999.999997531899,0.0,13999.999997531899,150.68371983388025,0.010763122847174624,110.61364177527409,46.87889855073776,0.0,4.643011611336035,206,2,0,40.66440002707431,15,14.548573672861819,False
5472,56.31363567338731,0.0,13999.999996603896,0.0,13999.999996603896,56.31363567338731,0.004022402549074843,41.470128754730254,13.28190303104628,0.0,5.631488298721963,81,2,0,12.686401221280422,40,3.6546107779346335,False
5473,20.12185208028816,0.0,13999.999999999629,0.0,13999.999999999629,20.12185208028816,0.0014372751485920495,9.816271025549513,3.9389145411694177,0.0,6.380548365942194,41,0,0,0.0,22,0.5566528813693223,False
5474,41.05525819382675,0.0,14000.000000001206,0.0,14000.000000001206,41.05525819382675,0.002932518442415944,18.586856504605258,7.974401352661451,0.0,5.551285171876046,59,0,0,0.0,34,1.3583756210209252,False
5475,71.00063518935059,0.0,13999.999999999183,0.0,13999.999999999183,71.00063518935059,0.005071473942096767,46.00994616995966,20.151722683702847,0.0,4.845444908125221,90,0,0,0.0,36,7.220379568338285,False
5476,108.75805894189533,0.0,13999.999999999425,0.0,13999.999999999425,108.75805894189533,0.007768432781564271,66.6920139251502,21.187286518365994,0.0,5.121798070795194,110,0,0,0.0,33,7.656677580016344,False
5477,160.64883735382165,0.0,14000.000000010557,0.0,14000.000000010557,160.64883735382165,0.01147491695383575,104.86852539492608,50.368371609925525,0.0,4.647786472800193,174,0,0,0.0,25,9.841078076278048,False
5478,126.61968050100592,0.0,14000.00000000128,0.0,14000.00000000128,126.61968050100592,0.009044262892928166,61.50933734217287,22.33121025555026,0.0,4.914429342271228,107,0,0,0.0,35,17.056797563492076,False
5479,266.93382777032895,0.0,13999.999999998727,0.0,13999.999999998727,266.93382777032895,0.019066701983596657,147.04214399299906,71.2685074652782,0.0,4.600796827566312,269,2,0,35.17088099111567,19,22.10525737605027,False
5480,296.85996058392146,0.0,14000.000001209402,0.0,14000.000001209402,296.85996058392146,0.021204282897019783,183.35390932905563,80.57388260843537,0.0,4.357237705919577,305,8,0,22.816233909380315,14,21.175132239053177,False
5481,43.400136210211066,0.0,14000.000000156127,0.0,14000.000000156127,43.400136210211066,0.0031000097292662194,15.48269629097802,6.9131893194621306,0.0,6.042385994305558,72,0,0,0.0,32,3.5561655375154775,False
5482,111.6229185175772,0.0,14000.000000061927,0.0,14000.000000061927,111.6229185175772,0.007973065608363104,70.53940170844206,30.037397577692595,0.0,5.2184351564063425,145,2,0,0.9056464526824051,38,6.155473321952839,False
5483,64.69315126256159,0.6161691281841762,13980.171962504703,8.158178550440368e-07,13980.171948926029,64.69315126256159,0.004627488597689824,43.308216603673614,16.851797697024917,-0.28216167743639353,5.7058619310972984,90,6,0,10.064491610628044,24,4.530917393260655,False
5484,36.3205828249863,0.0,14000.000000000024,0.0,14000.000000000024,36.3205828249863,0.0025943273446418745,19.493509535357255,7.319295951610789,0.0,5.927531336613394,51,0,0,0.0,38,2.4265525084836215,False
5485,62.66369292106695,0.0,14000.000001347606,0.0,14000.000001347606,62.66369292106695,0.00447597806535965,52.67266205207558,21.8326164258441,0.0,4.889037801623391,70,4,0,8.50149398310493,30,4.886708033670425,False
5486,330.95464567692414,0.0,13999.999999948446,0.0,13999.999999948446,330.95464567692414,0.023639617548438775,237.07668529268534,95.16214862854332,0.0,4.3087913418560975,359,4,0,44.65882814664586,9,26.193725976444064,False
5487,91.0905747214659,0.0,14000.000000172906,0.0,14000.000000172906,91.0905747214659,0.006506469622881492,41.06757932434005,19.056459858193662,0.0,5.648109162331173,122,2,0,0.8112333217735078,52,3.6282930092430243,False
5488,35.215964089986024,0.0,13999.99999999682,0.0,13999.99999999682,35.215964089986024,0.0025154260064281443,12.564902223021404,5.009772718442898,0.0,6.409291304902455,60,2,1,0.0,24,3.435778467244599,False
5489,121.20857048019884,0.0,14000.0000001061,0.0,14000.0000001061,121.20857048019884,0.008657755034234304,43.409774814625436,20.215217574892495,0.0,5.078395620854454,146,0,0,0.0,26,8.575703589645395,False
5490,87.89732622479337,0.0,13999.999999951135,0.0,13999.999999951135,87.89732622479337,0.006278380444650012,72.80189904251998,33.48429279189757,0.0,5.017126720048727,119,0,0,0.0,37,6.330003743754663,False
5491,58.312001385177,0.0,14000.000766631003,0.0,14000.000766631003,58.312001385177,0.0041651427280035265,42.73703849747765,15.731323730117985,0.0,5.2343629073216045,98,0,0,0.0,36,3.3635907436225394,False
5492,155.84422522397676,0.0,13999.999997656509,0.0,13999.999997656509,155.84422522397676,0.011131730375004563,104.74416251903723,49.72117928644023,0.0,4.602073950010327,188,2,1,0.0,30,14.997802254036921,False
5493,100.92711307072861,0.0,14000.000000079577,0.0,14000.000000079577,100.92711307072861,0.007209079505011066,52.862871071312924,24.087228750235475,0.0,5.162126109509164,122,0,0,0.0,30,13.330483547959002,False
5494,218.79449465578602,0.5133547879716389,13979.231935606056,2.299044498797859e-06,13979.231926180175,218.79449465578602,0.01565137875362685,119.50019356557326,55.02075214112942,-0.29029414697894873,4.747122402951465,215,1,0,219.64258938140753,19,13.588453030561155,False
5495,26.833208518429196,0.0,13999.999999999975,0.0,13999.999999999975,26.833208518429196,0.0019166577513163746,19.290948289593732,4.168073166908507,0.0,6.24324649338056,42,0,0,0.0,24,2.801830197405033,False
5496,41.39677836997291,0.0,13999.999999973996,0.0,13999.999999973996,41.39677836997291,0.002956912740717843,25.808437922692697,9.74693243428701,0.0,6.230560560571795,74,0,0,0.0,33,1.6926641110381957,False
5497,18.11239739151231,0.0,14000.000002030756,0.0,14000.000002030756,18.11239739151231,0.0012937426706346453,3.9372240261644373,0.4670033357410478,0.0,7.586188941760619,29,0,0,0.0,16,0.7450971529457653,False
5498,152.51824306159943,0.0,14000.000000037024,0.0,14000.000000037024,152.51824306159943,0.010894160218656863,88.0074725198156,36.62343668232262,0.0,5.259264656561135,174,2,0,1.1001045798642084,32,14.164473934583729,False
5499,121.99598831171159,0.0,14000.000000087637,0.0,14000.000000087637,121.99598831171159,0.008713999165067708,79.62074219184709,31.208078714734683,0.0,4.9463492804915665,132,4,0,0.7540201126984412,35,12.5876776025118,False
5500,28.1065834619271,0.0,13999.999999948439,0.0,13999.999999948439,28.1065834619271,0.0020076131044307584,11.528252612739404,3.059024263929632,0.0,6.148038431342086,50,0,0,0.0,17,2.262616785538448,False
5501,67.53046688552843,0.0,13999.999991320263,0.0,13999.999991320263,67.53046688552843,0.004823604780528289,35.846001610250006,16.512907125803494,0.0,5.847412343688092,104,2,0,6.007285443843802,42,4.303220864750266,False
5502,73.69900751224628,0.0,13999.99999998663,0.0,13999.99999998663,73.69900751224628,0.005264214822308333,41.64936248795479,18.00407063431237,0.0,5.5753355830671785,103,2,0,10.87775410649445,32,6.848793853463042,False
5503,28.806089732158515,0.0,13999.999999999998,0.0,13999.999999999998,28.806089732158515,0.0020575778380113228,17.112353326959305,7.064848099667968,0.0,6.265973310555815,51,0,0,0.0,30,3.390267260353699,False
5504,162.57072947240707,0.0,14000.000000028376,0.0,14000.000000028376,162.57072947240707,0.011612194962291255,95.00523756123702,41.87577563154142,0.0,4.626239637940929,164,0,0,0.0,27,13.977987874444207,False
5505,47.39288273783862,0.0,14000.00000000606,0.0,14000.00000000606,47.39288273783862,0.00338520590984415,24.23312078276041,9.819927103256248,0.0,5.861839294542939,85,0,0,0.0,30,3.655302045139991,False
5506,53.618297527925826,0.0,13999.999999918597,0.0,13999.999999918597,53.618297527925826,0.0038298783948741135,30.996288183022003,13.160552558859468,0.0,5.69428001919574,87,0,0,0.0,28,2.9515102474104373,False
5507,25.64640890553986,0.0,14000.000000471158,0.0,14000.000000471158,25.64640890553986,0.0018318863503340537,13.663708435141027,4.722729734016027,0.0,6.797751703717546,47,0,0,0.0,25,2.544584768956734,False
5508,247.12981503795734,0.0,13999.999999989106,0.0,13999.999999989106,247.12981503795734,0.017652129645582118,156.6718989371516,72.9601453998782,0.0,4.568076709574091,291,4,0,44.60223943113718,16,21.10498697229564,False
5509,46.35593292747782,0.0,14000.000000050255,0.0,14000.000000050255,46.35593292747782,0.0033111380662365296,9.611941390246933,3.493228006586498,0.0,6.292628355626611,61,0,0,0.0,22,5.2596974967025645,False
5510,34.276442034020604,0.0,13999.999999983524,0.0,13999.999999983524,34.276442034020604,0.0024483172881472103,22.751306712591997,11.004291069447532,0.0,5.740174048842557,54,0,0,0.0,22,2.673795758274323,False
5511,158.4961026094984,0.0,14000.000000212389,0.0,14000.000000212389,158.4961026094984,0.011321150186220994,125.85105841932236,60.74227859751031,0.0,4.8712223661747505,186,5,0,15.658936453292112,28,15.420670211297871,False
5512,110.64682555110532,0.0,13999.999999957989,0.0,13999.999999957989,110.64682555110532,0.007903344682245525,50.761699191709134,21.751192627474218,0.0,5.222448395214916,158,0,0,0.0,37,8.018201299878577,False
5513,30.87208106080355,0.0,14000.00000016445,0.0,14000.00000016445,30.87208106080355,0.002205148647174351,20.479755291606075,7.0857471178780305,0.0,5.876414524774153,45,0,0,0.0,28,1.942297061208498,False
5514,106.02711912374879,0.0,13999.99999973311,0.0,13999.99999973311,106.02711912374879,0.007573365651840717,52.69868404644576,19.930703637561475,0.0,5.305329646986137,136,2,0,0.29626822082229054,30,7.676044904544092,False
5515,63.89927584057728,0.0,14000.000000000011,0.0,14000.000000000011,63.89927584057728,0.00456423398861266,49.309259197459525,22.77966008528327,0.0,5.055122027539026,90,0,0,0.0,30,5.727641309793218,False
5516,34.6137916952873,0.0,14000.000000001026,0.0,14000.000000001026,34.6137916952873,0.0024724136925203402,17.69296438354973,8.548639747808707,0.0,5.541672880659885,59,2,0,10.93951749405474,28,3.366119996680689,False
5517,36.193188790792725,0.0,13999.99999996617,0.0,13999.99999996617,36.193188790792725,0.002585227770777156,21.052908511668154,8.092888373886339,0.0,6.1959745402524184,50,0,0,0.0,37,2.7206644971222773,False
5518,67.0346188010764,0.0,14000.000000000822,0.0,14000.000000000822,67.0346188010764,0.004788187057219462,39.69771405338973,12.59888324045754,0.0,5.542452341596866,88,5,0,205.2467830556808,36,4.803200964675785,False
5519,117.71019197519453,0.0,14000.00000006031,0.0,14000.00000006031,117.71019197519453,0.008407870855334818,48.6736957866995,17.681867851312738,0.0,5.255561616962969,132,3,0,8.689599040232261,29,9.384594126074276,False
5520,226.30196187179212,0.0,13999.999999979806,0.0,13999.999999979806,226.30196187179212,0.01616442584800847,150.97487336966935,65.5005956226265,0.0,4.647882966616391,263,2,0,4.843878778132073,14,16.080845234089924,False
5521,46.690250314561105,0.0,14000.00000000191,0.0,14000.00000000191,46.690250314561105,0.0033350178796110524,35.85896855930626,15.117215815083142,0.0,6.021411701799429,60,4,0,0.3189441910798789,33,1.981480114210583,False
5522,326.43788218525276,1.3373324420307355,13991.831575312177,8.919711046566567e-06,13991.831511401384,326.43788218525276,0.023330600166408488,163.9645295283977,80.87851560541934,-0.7606232130029538,4.651524391295083,317,5,0,2.5659627692854694,14,26.016407781730052,False
5523,29.614179083669725,0.0,14000.000000000002,0.0,14000.000000000002,29.614179083669725,0.0021152985059764086,14.039350633878737,4.53693487232419,0.0,6.174834484041451,60,0,0,0.0,11,3.496553113660287,False
5524,302.58389055779884,0.0,14000.000000090124,0.0,14000.000000090124,302.58389055779884,0.021613135039703642,133.19587830660146,65.11075597733443,0.0,4.695672673751184,268,0,0,0.0,24,21.12581480716098,False
5525,150.12031974206124,0.0,14000.00000127915,0.0,14000.00000127915,150.12031974206124,0.010722879980596076,99.12504539122534,45.07888160043524,0.0,5.170073502968379,207,4,0,18.997563120346385,20,11.152451457660597,False
5526,173.97866016273338,0.12460761137058356,13999.336845189328,4.4247182071226974e-07,13999.336844634761,173.97866016273338,0.012427635815779306,102.43311243459293,43.83644860447918,-0.02352070704611832,4.498577528805576,209,0,0,0.0,26,14.539812150123769,False
5527,30.082379192932038,0.0,13999.999999980106,0.0,13999.999999980106,30.082379192932038,0.0021487413709267702,20.202018762510622,6.8491769146258035,0.0,5.926622464430599,53,0,0,0.0,24,1.780315617696179,False
5528,109.13697174632443,0.0,14000.000000000045,0.0,14000.000000000045,109.13697174632443,0.007795497981880292,28.028788192047763,9.869582503089399,0.0,4.806323235280504,97,4,0,5.9808760506892815,28,12.224079466653528,False
5529,68.07379312806229,0.0,13999.999999989024,0.0,13999.999999989024,68.07379312806229,0.004862413794865405,17.74633203725783,6.585068394216908,0.0,5.699291371011828,65,0,0,0.0,28,8.27915514229518,False
5530,106.61910408894698,0.0,14000.000000000507,0.0,14000.000000000507,106.61910408894698,0.007615650292067366,84.41812329901693,35.07269413371349,0.0,4.776725834473534,123,2,0,7.309974295217881,38,6.819030791929467,False
